,source_vendor_name,type,mid,wiki_url,result_vendor_name
1982,Euromoney Global Limited ,ORGANIZATION,-,-,Euromoney Global Limited
1983,TANDESA LLC ,ORGANIZATION,-,-,TANDESA LLC
1984,MARKERTEK VIDEO SUPPLY ,ORGANIZATION,-,-,MARKERTEK
1985,HURD Ekonomi & Regnskap AS ,ORGANIZATION,-,-,HURD Ekonomi & Regnskap
1986,Harrington Starr Limited ,ORGANIZATION,-,-,Harrington Starr Limited
1987,Bonnier Business Media Sweden AB ,ORGANIZATION,-,-,Bonnier Business Media
1988,Trickbox TV Ltd ,ORGANIZATION,/g/11c73mmblm,-,Trickbox TV Ltd
1989,MONOLITH MODULAR SYSTEMS ,OTHER,-,-,SYSTEMS
1990,SYMANTEC CORPORATION ,ORGANIZATION,/m/01zpmq,https://en.wikipedia.org/wiki/Symantec,SYMANTEC CORPORATION
1991,DUBAI FINANCIAL SERVICES AUTHORITY ,LOCATION,/m/01f08r,https://en.wikipedia.org/wiki/Dubai,DUBAI
1992,Fruitful Office Nederland B V  ,ORGANIZATION,-,-,Fruitful Office Nederland BV
1993,Marcus Evans ,PERSON,/g/11dzt_1nsf,-,Marcus Evans
1994,FormÃ¡ SAS ,PERSON,-,-,FormÃ
1995,Finanssektorens ArbejdsgiverfÃ¶rening ,PERSON,-,-,Finanssektorens ArbejdsgiverfÃ
1996,Clover Telecom Asset Management LLC ,ORGANIZATION,/g/11c5b7s46h,-,Clover Telecom Asset Management LLC
1997,NCC Services Limited ,OTHER,-,-,NCC Services Limited
1998,Acclivus Corporation ,ORGANIZATION,/g/11c1x8jfpm,-,Acclivus Corporation
1999,EIT Sprendimai UAB ,-,-,-,-
2000,JAN-PRO OF CENTRAL NJ ,OTHER,-,-,CENTRAL NJ
2001,ISGUS Vertriebs GmbH ,OTHER,-,-,ISGUS Vertriebs GmbH
2002,EXECUTECH SECURITY SOLUTIONS INC ,OTHER,-,-,EXECUTECH SECURITY SOLUTIONS INC
2003,RHINO CALIFORNIA LLC  ,ORGANIZATION,-,-,RHINO CALIFORNIA LLC
2004,SOCIALLY ACTIVE MEDIA ,OTHER,-,-,MEDIA
2005,Manul OU ,OTHER,-,-,Manul OU
2006,Oslo Market Solutions AS ,ORGANIZATION,-,-,Oslo Market Solutions
2007,FIDUCIE DESJARDINS INC ,ORGANIZATION,/g/11c5bg2d59,-,FIDUCIE DESJARDINS INC
2008,KJKS & Associates LLP ,ORGANIZATION,-,-,KJKS & Associates LLP
2009,Stockholms Handelskammares Service AB ,LOCATION,/m/06mxs,https://en.wikipedia.org/wiki/Stockholm,Stockholms
2010,Terrapinn Holdings Ltd ,ORGANIZATION,/g/11cs66jtm4,-,Terrapinn Holdings Ltd
2011,RYAN TAX COMPLIANCE SERVICES LLC ,ORGANIZATION,-,-,RYAN TAX COMPLIANCE SERVICES LLC
2012,TRANSPERFECT TRANSLATIONS INTERNATIONAL ,ORGANIZATION,/m/02rs693,https://en.wikipedia.org/wiki/TransPerfect,TRANSPERFECT TRANSLATIONS INTERNATIONAL
2013,SdB Invest AB ,ORGANIZATION,-,-,SdB
2014,DIFFUSION PANDA INC ,OTHER,-,-,DIFFUSION PANDA INC
2015,Arthur's Legal BV ,ORGANIZATION,/g/11c1x4qdz6,-,Arthur's Legal BV
2016,HK Recycles Limited ,LOCATION,/m/03q12,https://en.wikipedia.org/wiki/Heckler_&_Koch,HK
2017,Royal Ravintolat Oy ,-,-,-,-
2018,AM AFFILIATES ,ORGANIZATION,-,-,AFFILIATES
2019,CAMPBELL RUSSEL HARVEY ,PERSON,-,-,CAMPBELL
2020,SC SCRL RSM INTERFIDUCIAIRE ,ORGANIZATION,-,-,SC SCRL
2021,SUSTAINABILITY ROUNDTABLE INC ,OTHER,/g/11cs63hx4b,-,SUSTAINABILITY ROUNDTABLE INC
2022,Flippergubben AB ,OTHER,-,-,Flippergubben AB
2023,Dale Carnegie & Associates Inc  ,ORGANIZATION,/g/11gyz1_w7,-,Dale Carnegie & Associates Inc
2024,Digitech Printers ,ORGANIZATION,-,-,Digitech
2025,CRITICAL MENTION INC  ,OTHER,/m/03bs0ss,-,CRITICAL MENTION INC
2026,RA TARGET PAINTING INC ,OTHER,-,-,RA TARGET PAINTING INC
2027,Unum Limited ,OTHER,-,-,Unum Limited
2028,LÃ¥ngmyra ArbetsmiljÃ¶ & HÃ¤lsa ,OTHER,-,-,LÃ
2029,J  SAGAR ASSOCIATES ,PERSON,-,-,J SAGAR
2030,SORAINEN ZAB ,LOCATION,-,-,SORAINEN ZAB
2031,Petisys Automatiseringbureau B V  ,ORGANIZATION,-,-,Petisys Automatiseringbureau BV
2032,LAUNCHSQUAD LLC ,ORGANIZATION,/m/0wkxvq1,-,LAUNCHSQUAD LLC
2033,Arkadin Australia Pty Ltd ,ORGANIZATION,/g/11cs61gy75,-,Arkadin Australia Pty Ltd
2034,M INNOVATIONS LTD ,OTHER,-,-,M INNOVATIONS LTD
2035,C P I  GOVERNANCE B V  ,OTHER,-,-,CPI GOVERNANCE BV
2036,FIA Europe ,ORGANIZATION,-,-,FIA
2037,Svenska DatacenterfÃ¶reningen ,ORGANIZATION,-,-,Svenska DatacenterfÃ
2038,Magpie Audio Visual Ltd ,ORGANIZATION,/g/11c73qkvr8,-,Magpie Audio Visual Ltd
2039,BITLY INC  ,OTHER,-,-,BITLY INC
2040,MATHWORKS INC  ,OTHER,/m/02q9vb,https://en.wikipedia.org/wiki/MathWorks,MATHWORKS INC
2041,Auto Ingress India Private Limited ,OTHER,-,-,Ingress India Private Limited
2042,Securitas Oy ,ORGANIZATION,/m/01d8sj,https://en.wikipedia.org/wiki/Securitas_(Swedish_security_company),Securitas Oy
2043,R2GROUP B V  ,OTHER,-,-,R2GROUP BV
2044,VANGUARD GROUP INC ,ORGANIZATION,/m/033778,https://en.wikipedia.org/wiki/The_Vanguard_Group,VANGUARD GROUP INC
2045,POPPIN INC ,OTHER,/g/11c3ymw80p,https://en.wikipedia.org/wiki/Poppin,POPPIN INC
2046,BRYDE & SÃ˜NNER A  S ,LOCATION,-,-,BRYDE
2047,EFAX ,ORGANIZATION,/m/03jgz6,-,EFAX
2048,The Fruit Box Group Pty Ltd ,ORGANIZATION,-,-,Fruit Box Group Pty Ltd
2049,Practising Governance Limited ,OTHER,-,-,Practising Governance Limited
2050,PAVILION ADVISORY GROUP INC  ,ORGANIZATION,-,-,PAVILION ADVISORY GROUP INC
2051,ADCO ELECTRICAL CORP ,ORGANIZATION,/g/1dv6jvk4,-,ADCO ELECTRICAL CORP
2052,EQUINOX FITNESS CLUBS ,ORGANIZATION,/m/03cvq_b,https://en.wikipedia.org/wiki/Equinox_Fitness,EQUINOX FITNESS CLUBS
2053,ATLANTIC ,LOCATION,/m/0137v8,https://en.wikipedia.org/wiki/The_Atlantic,ATLANTIC
2054,TOWN SPORTS INTERNATIONAL ,ORGANIZATION,/m/0281nln,https://en.wikipedia.org/wiki/Town_Sports_International_Holdings,TOWN SPORTS INTERNATIONAL
2055,Datawatch Corp ,ORGANIZATION,/m/011smmbb,https://en.wikipedia.org/wiki/Datawatch_Corporation,Datawatch Corp
2056,Kungsfloristen ,PERSON,-,-,Kungsfloristen
2057,Bright Group Sweden AB ,OTHER,-,-,Bright Group Sweden AB
2058,RESORT ROOM SALES LLC ,OTHER,-,-,RESORT ROOM SALES LLC
2059,FINANCIAL ACCOUNTING STANDARDS BOARD ,ORGANIZATION,/m/018xf5,https://en.wikipedia.org/wiki/Financial_Accounting_Standards_Board,FINANCIAL ACCOUNTING STANDARDS BOARD
2060,BWT HOH A  S ,ORGANIZATION,-,-,BWT HOH
2061,ADP NEDERLAND B V  ,ORGANIZATION,/m/04hshv,https://en.wikipedia.org/wiki/ADP_(company),ADP
2062,B C BUILDERS INC  ,ORGANIZATION,-,-,BC BUILDERS INC
2063,TEAM ROCKSTARS IT BV ,ORGANIZATION,-,-,TEAM ROCKSTARS
2064,REFLEX CES ,CONSUMER_GOOD,-,-,REFLEX CES
2065,Perplex Media AD ,ORGANIZATION,-,-,Perplex Media
2066,NOTIMEX AGENCIA DE NOTICIAS ,ORGANIZATION,/m/03h4jq2,https://en.wikipedia.org/wiki/Notimex,NOTIMEX
2067,euNetworks Fiber UK Limited ,OTHER,-,-,euNetworks Fiber UK Limited
2068,PITNEY BOWES GLOBAL ,ORGANIZATION,/m/06dkr2,https://en.wikipedia.org/wiki/Pitney_Bowes,PITNEY BOWES
2069,GLL LAS CIMAS LLC ,ORGANIZATION,-,-,GLL LAS CIMAS LLC
2070,Netprint Solution GÃ¶teborg AB ,PERSON,-,-,Netprint Solution GÃ
2071,Helen Oy ,PERSON,/m/04y8sfb,https://en.wikipedia.org/wiki/Helen_Oy,Helen Oy
2072,ASCENDANT COMPLIANCE MANAGEMENT INC ,OTHER,-,-,ASCENDANT COMPLIANCE MANAGEMENT INC
2073,LEU DESIGN LLC ,OTHER,-,-,LEU DESIGN LLC
2074,THE REAL AMERICAN DOUGHNUT COMPANY INC  ,OTHER,-,-,REAL AMERICAN DOUGHNUT COMPANY INC
2075,Falck Assistance A  S ,OTHER,-,-,Falck Assistance
2076,ASIC ,OTHER,-,-,ASIC
2077,Inline Manual Ltd ,ORGANIZATION,-,-,Inline Manual Ltd
2078,MAGELLAN BEHAVIORAL HEALTH ,OTHER,-,-,BEHAVIORAL HEALTH
2079,PREQIN LIMITED ,ORGANIZATION,/m/04zy8ng,https://en.wikipedia.org/wiki/Preqin,PREQIN
2080,GET ,ORGANIZATION,-,-,GET
2081,Sorainen ,OTHER,/g/1224hcq2,https://de.wikipedia.org/wiki/Sorainen,Sorainen
2082,BAMKO LLC ,ORGANIZATION,/g/11c2qlt6_j,-,BAMKO LLC
2083,GOVERNANCE PROFESSIONALS OF CANADA ,PERSON,-,-,GOVERNANCE PROFESSIONALS
2084,Messeturm PropCo GmbH ,LOCATION,/g/11c1xc7tqq,-,Messeturm PropCo GmbH
2085,Lyonsdown Ltd ,ORGANIZATION,/g/11c742vkgk,-,Lyonsdown Ltd
2086,Next Communication Services ,OTHER,-,-,Communication Services
2087,Reward Gateway Pty Limited ,OTHER,-,-,Reward Gateway Pty Limited
2088,Ring Radiosystemer AS ,ORGANIZATION,-,-,Ring Radiosystemer
2089,MICHAEL SHEEHAN ASSOCIATES INC ,PERSON,-,-,MICHAEL SHEEHAN
2090,FELETTO INTERNATIONAL Pty Ltd ,ORGANIZATION,-,-,FELETTO INTERNATIONAL Pty Ltd
2091,Sauter FM GmbH ,PERSON,-,-,Sauter FM GmbH
2092,MERCO PRINT A  S ,ORGANIZATION,-,-,MERCO
2093,European Central Securities ,LOCATION,-,-,European
2094,LADDERRITE PORTOLIOS LLC ,ORGANIZATION,-,-,LADDERRITE PORTOLIOS LLC
2095,Ateneo de Manila University ,ORGANIZATION,/m/01wv24,https://en.wikipedia.org/wiki/Ateneo_de_Manila_University,Ateneo de Manila University
2096,NieuweStroom ,LOCATION,/g/11gwmfjwj4,-,NieuweStroom
2097,KOVACK SECURITIES INC ,ORGANIZATION,/g/11c1x8hb2x,-,KOVACK SECURITIES INC
2098,UBS FINANCIAL SERVICES ,ORGANIZATION,/m/031rxp,https://en.wikipedia.org/wiki/UBS,UBS FINANCIAL SERVICES
2099,RBC Wealth ,OTHER,/g/12m9fdy31,-,RBC Wealth
2100,Raymond James ,ORGANIZATION,/m/03p31c0,https://en.wikipedia.org/wiki/Raymond_James_Financial,Raymond James
2101,STIFEL ,ORGANIZATION,/m/026vj_5,https://en.wikipedia.org/wiki/Stifel,STIFEL
2102,WELLS FARGO ADVISORS ,ORGANIZATION,/m/03vwwx,https://en.wikipedia.org/wiki/Wells_Fargo_Advisors,WELLS FARGO ADVISORS
2103,HENRY GARCIA ,PERSON,/g/11b7_vjk3_,-,HENRY GARCIA
2104,Sensec AB ,OTHER,-,-,Sensec AB
2105,KÃ¸benhavns Universitetet ,PERSON,-,-,KÃ ̧
2106,British Telecommunications Plc ,ORGANIZATION,/m/01g_3,https://en.wikipedia.org/wiki/BT_Group,British Telecommunications Plc
2107,HUGH GROMAN CATERING ,OTHER,/g/1tjg_ljl,-,HUGH GROMAN CATERING
2108,STOCKTWITS INC ,OTHER,/m/0vsgxyd,https://en.wikipedia.org/wiki/StockTwits,STOCKTWITS INC
2109,BENZINGA ,OTHER,/g/11ggn5ygqs,-,BENZINGA
2110,LAUREN BREUNING ,PERSON,/g/11c73zchrl,-,LAUREN BREUNING
2111,OASIS SUMMIT LLC ,ORGANIZATION,-,-,OASIS SUMMIT LLC
2112,Initial B V ,OTHER,-,-,BV
2113,ANGELWISH INC ,OTHER,-,-,ANGELWISH INC
2114,Options Price Reporting Authority LLC ,ORGANIZATION,/m/03c5px5,https://en.wikipedia.org/wiki/Options_Price_Reporting_Authority,Options Price Reporting Authority LLC
2115,BATTERY VENTURES ,ORGANIZATION,/m/030p8cr,https://en.wikipedia.org/wiki/Battery_Ventures,BATTERY VENTURES
2116,HOSTEDPCI ,LOCATION,/g/11cs66l0sv,-,HOSTEDPCI
2117,Maylands Blomster ,PERSON,/g/1tg857zp,-,Maylands Blomster
2118,D M HOFFER CONSULTING LLC ,ORGANIZATION,-,-,DM HOFFER CONSULTING LLC
2119,Copenhagen FinTech ,ORGANIZATION,-,-,Copenhagen FinTech
2120,Dokumenthotellet Poul Schou A  S ,OTHER,-,-,Dokumenthotellet
2121,Styrelseakademien ,PERSON,-,-,Styrelseakademien
2122,Ernst & Young Baltic UAB ,ORGANIZATION,/m/0g9jc,https://en.wikipedia.org/wiki/Ernst_&_Young,Ernst & Young
2123,LJ PRODUCTIONS ,WORK_OF_ART,/g/1tf7scck,-,LJ PRODUCTIONS
2124,PREVENT CANCER FOUNDATION ,ORGANIZATION,/m/0g5rlwj,https://en.wikipedia.org/wiki/Prevent_Cancer_Foundation,PREVENT CANCER FOUNDATION
2125,BORSA ITALIANA ,ORGANIZATION,/m/0820nw,https://en.wikipedia.org/wiki/Borsa_Italiana,BORSA ITALIANA
2126,CHILDREN'S ASSESMENT CENTER FNDN ,ORGANIZATION,-,-,CHILDREN'S ASSESMENT CENTER FNDN
2127,AMERICAN CANCER SOCIETY INC ,ORGANIZATION,/m/02l6ql,https://en.wikipedia.org/wiki/American_Cancer_Society,AMERICAN CANCER SOCIETY INC
2128,Edsring Property Maintenance Pty Ltd ,ORGANIZATION,/g/11c1x5_zrw,-,Edsring Property Maintenance Pty Ltd
2129,JIM MACKAY INC ,PERSON,-,-,JIM MACKAY INC
2130,ErgonomiHuset ,OTHER,/g/11b5phy3xd,-,ErgonomiHuset
2131,Bisnode Sverige AB ,OTHER,-,-,Bisnode Sverige AB
2132,YOUTH DEVELOPMENT CENTER INC ,OTHER,-,-,YOUTH DEVELOPMENT CENTER INC
2133,Monetary Authority of Singapore ,ORGANIZATION,/m/01q7p9,https://en.wikipedia.org/wiki/Monetary_Authority_of_Singapore,Monetary Authority of Singapore
2134,THOMSON REUTERS (MARKETS) LLC ,ORGANIZATION,-,-,THOMSON REUTERS
2135,Canal Digital Sverige AB ,OTHER,-,-,Canal Digital Sverige AB
2136,Suchitra Misra ,PERSON,-,-,Suchitra Misra
2137,Pink Spatula Trading ,OTHER,-,-,Pink Spatula Trading
2138,KEVIN FISCHER ,PERSON,-,-,KEVIN FISCHER
2139,ERIC ALDOUS ,PERSON,-,-,ERIC ALDOUS
2140,AUTISM SCIENCE FOUNDATION ,ORGANIZATION,/m/0fq38gk,https://en.wikipedia.org/wiki/Autism_Science_Foundation,AUTISM SCIENCE FOUNDATION
2141,Emma Barrett ,PERSON,/m/0h0zn8,https://en.wikipedia.org/wiki/Sweet_Emma_Barrett,Emma Barrett
2142,SAASCRIBE MEDIA LTD ,OTHER,-,-,SAASCRIBE MEDIA LTD
2143,SaltX Technology AB ,OTHER,-,-,SaltX Technology AB
2144,TOWNSQUARE CAPITAL LLC ,ORGANIZATION,/g/11d_vnv2m5,-,TOWNSQUARE CAPITAL LLC
2145,DHL Express (Norway) AS ,ORGANIZATION,-,-,DHL Express
2146,LÃ„HITAPIOLA KeskinÃ¤inen VakuutusyhtiÃ¶ ,OTHER,-,-,LÃ
2147,TNT Norge AS ,ORGANIZATION,-,-,TNT Norge
2148,WOLVERINE SOLUTIONS GROUP ,ORGANIZATION,/g/11g7098nw9,-,WOLVERINE SOLUTIONS GROUP
2149,STOCKHOLM SPIS AB ,-,-,-,-
2150,Management & Board Advisor T Ã–  AB ,OTHER,-,-,Management
2151,Heuking Kuhn Luer Wojtek ,PERSON,/g/121kwcq4,https://de.wikipedia.org/wiki/Heuking_Kühn_Lüer_Wojtek,Heuking Kuhn Luer Wojtek
2152,NCS MULTISTAGE LLC ,ORGANIZATION,/g/11c5bg66m8,-,NCS MULTISTAGE LLC
2153,CHAMBER OF DIGITAL COMMERCE ,ORGANIZATION,/g/11b_2n9x0b,https://en.wikipedia.org/wiki/Chamber_of_Digital_Commerce,CHAMBER OF DIGITAL COMMERCE
2154,Creandum IV Advisor AB ,PERSON,-,-,AB
2155,The Nigerian Stock Exchange ,ORGANIZATION,/m/08fd13,https://en.wikipedia.org/wiki/Nigerian_Stock_Exchange,Nigerian Stock Exchange
2156,FRANKENSTERN LLC ,ORGANIZATION,-,-,FRANKENSTERN LLC
2157,DREXEL HAMILTON LLC ,ORGANIZATION,/g/11c1x69wdt,-,DREXEL HAMILTON LLC
2158,SIGHT & SOUND FILM LLC ,ORGANIZATION,-,-,SIGHT & SOUND FILM LLC
2159,MARTELA A  S ,ORGANIZATION,/m/047lxzb,https://en.wikipedia.org/wiki/Martela,MARTELA
2160,Finn no AS ,OTHER,-,-,AS
2161,NFI Competence AB ,OTHER,-,-,NFI Competence AB
2162,CERTIFIED CABLING INC  ,OTHER,-,-,CERTIFIED CABLING INC
2163,Realtid Media AB ,OTHER,-,-,Realtid Media AB
2164,The PureWater Compny AS ,ORGANIZATION,-,-,PureWater Compny
2165,Fortum Asiakaspalvelu Oy ,-,-,-,-
2166,STICHTING ESCROW BWISE ,-,-,-,-
2167,Multimedia Solutions Corp ,ORGANIZATION,/g/11c1x819nq,-,Multimedia Solutions Corp
2168,FAR Akademin AB ,OTHER,-,-,FAR Akademin AB
2169,Sodexo Solutions de Motivation France ,ORGANIZATION,-,-,Sodexo Solutions de Motivation France
2170,Thomson Reuters (Professional) Australia ,ORGANIZATION,/m/02r5t91,https://en.wikipedia.org/wiki/Thomson_Reuters,Thomson Reuters
2171,A  S Curlingbaner ,PERSON,-,-,Curlingbaner
2172,CISCO WEBEX LLC ,OTHER,/m/042f2m,https://en.wikipedia.org/wiki/Webex,CISCO WEBEX LLC
2173,VLUGO VERHUIZINGEN B V  ,OTHER,-,-,VLUGO VERHUIZINGEN BV
2174,KjÃ¦r & Sommerfeldt A  S ,OTHER,-,-,KjÃ¦
2175,Telia Eesti AS ,ORGANIZATION,-,-,Telia
2176,ER Sweden AB ,OTHER,-,-,Sweden
2177,GNT MEDIA SARL ,OTHER,-,-,GNT MEDIA SARL
2178,Grant Thornton Baltic UAB ,ORGANIZATION,-,-,Grant Thornton Baltic UAB
2179,MULDOON'S ,OTHER,-,-,MULDOON'S
2180,LONGO BROTHER'S FRUIT MARKETS INC  ,ORGANIZATION,-,-,LONGO BROTHER'S FRUIT MARKETS INC
2181,STT ViestintÃ¤palvelut Oy ,-,-,-,-
2182,GPO Restaurants & Bars (Sydney) Pty Ltd ,LOCATION,/g/1tfn2x5t,-,GPO Restaurants & Bars
2183,CENTER FOR INTERNET SECURITY INC  ,ORGANIZATION,/g/11bc5smh92,https://en.wikipedia.org/wiki/Center_for_Internet_Security,CENTER FOR INTERNET SECURITY INC
2184,EuroPark Finland Oy ,ORGANIZATION,-,-,EuroPark Finland Oy
2185,Vertiv (Australia) Pty Ltd ,OTHER,-,-,Vertiv
2186,MAESTRO HEALTH ,OTHER,-,-,MAESTRO HEALTH
2187,CODINGHAUS INC  ,OTHER,-,-,CODINGHAUS INC
2188,Clearstream Banking Deutsche BÃ¶rse Group ,ORGANIZATION,-,-,Clearstream Banking Deutsche
2189,EXECUTIVE CONSTRUCTION SERVICES INC  ,OTHER,-,-,EXECUTIVE CONSTRUCTION SERVICES INC
2190,REGUS MANAGEMENT GROUP LLC ,ORGANIZATION,/g/11cs6381sz,-,REGUS MANAGEMENT GROUP LLC
2191,EMBARCADERO TECHNOLOGIES INC  ,OTHER,/m/03d7r2p,https://en.wikipedia.org/wiki/Embarcadero_Technologies,EMBARCADERO TECHNOLOGIES INC
2192,Arkadin (Singapore) PTE LTD ,OTHER,-,-,Arkadin
2193,Gold's Gym ,LOCATION,/m/03dzj9,https://en.wikipedia.org/wiki/Gold's_Gym,Gold's Gym
2194,Exchange Data International Ltd ,ORGANIZATION,-,-,Exchange Data International Ltd
2195,MIS SCIENCES CORPORATION ,OTHER,-,-,MIS SCIENCES
2196,Infinite Frameworks pte Ltd ,ORGANIZATION,/g/11cs62kyb5,-,Infinite Frameworks pte Ltd
2197,Statistiska centralbyrÃ¥n ,OTHER,-,-,Statistiska centralbyrÃ
2198,GLOBAL CAPITAL ACQUISITION ,EVENT,-,-,GLOBAL CAPITAL ACQUISITION
2199,EVA DALIN ,PERSON,-,-,EVA DALIN
2200,WELLS FARGO BANK N A  ,ORGANIZATION,/m/01kdws,https://en.wikipedia.org/wiki/Wells_Fargo,WELLS FARGO BANK
2201,ALTERNATIVE COMMUNICATION SERVICES ,OTHER,-,-,ALTERNATIVE COMMUNICATION SERVICES
2202,ASS INSTITUT FRANCAIS DE L'AUDIT ,LOCATION,-,-,ASS INSTITUT FRANCAIS DE L'AUDIT
2203,CHICAGO BOARD OPTIONS EXCHANGE ,ORGANIZATION,/m/04v_2l,https://en.wikipedia.org/wiki/Chicago_Board_Options_Exchange,CHICAGO BOARD OPTIONS EXCHANGE
2204,ZONCA TERRAZZO AND MOSAIC LLC ,LOCATION,/g/11bymy9v5n,-,ZONCA TERRAZZO
2205,Basware Oyj ,ORGANIZATION,/m/02rh3t8,https://en.wikipedia.org/wiki/Basware,Basware Oyj
2206,JOBmeal Oy ,OTHER,-,-,JOBmeal Oy
2207,Karnov Group Sweden AB ,OTHER,-,-,Karnov Group Sweden AB
2208,ARROW FUTURES (UK) LIMITED ,OTHER,-,-,ARROW FUTURES
2209,Stadtwerke Leipzig GmbH ,ORGANIZATION,/g/121fwtzp,https://de.wikipedia.org/wiki/Stadtwerke_Leipzig,Stadtwerke Leipzig GmbH
2210,Ã˜KONOMISK UGEBREV A  S ,ORGANIZATION,-,-,Ã ̃
2211,Europark Latvia SIA ,OTHER,-,-,Europark
2212,EBK EYEWEAR LLC DBA KAJAL LONDON ,OTHER,-,-,KAJAL LONDON
2213,Classes BudtjÃ¤nst ,OTHER,-,-,Classes
2214,SKILLSOFT CORPORATION ,ORGANIZATION,/m/09m7l8s,https://en.wikipedia.org/wiki/Skillsoft,SKILLSOFT CORPORATION
2215,ADP Services BV ,OTHER,-,-,ADP Services BV
2216,NEXGEN NETWORKS ,OTHER,-,-,NEXGEN NETWORKS
2217,Seng Tong ,PERSON,-,-,Seng Tong
2218,Proximus ,ORGANIZATION,/m/01q79l,https://en.wikipedia.org/wiki/Proximus_Group,Proximus
2219,PROSKAUER ROSE LLP  ,OTHER,-,-,PROSKAUER ROSE LLP
2220,TELX GROUP INC ,ORGANIZATION,-,-,TELX GROUP INC
2221,CORPORATE WEB SOLUTIONS LTD ,OTHER,-,-,WEB SOLUTIONS LTD
2222,CSRHUB LLC ,ORGANIZATION,/g/11c5bdd1ll,-,CSRHUB LLC
2223,EDF Enterprises ,ORGANIZATION,-,-,EDF Enterprises
2224,ATTUNITY INC ,OTHER,-,-,ATTUNITY INC
2225,ALBERTA SECURITIES COMMISSION ,ORGANIZATION,/m/0j43_34,https://en.wikipedia.org/wiki/Alberta_Securities_Commission,ALBERTA SECURITIES COMMISSION
2226,TOTAL QUALITY FIRE & SECURITY INC ,OTHER,-,-,SECURITY INC
2227,Artifex Software Inc ,ORGANIZATION,/g/11c73htq76,-,Artifex Software Inc
2228,K2 elektro AS ,ORGANIZATION,-,-,K2
2229,Dagbladet BÃ¸rsen A  S ,PERSON,-,-,Dagbladet BÃ
2230,DOUWE EGBERTS PROFESSIONAL NETH B V  ,-,-,-,-
2231,Monsternett AS ,OTHER,-,-,Monsternett
2232,AIR COM COMMERCIAL KITCHEN CORP ,ORGANIZATION,-,-,AIR COM
2233,Euro Accident Health & Care Insurance AB ,OTHER,-,-,Euro Accident Health & Care Insurance AB
2234,NEW YORK CITY INDUSTRIAL DEVELOPMENT ,ORGANIZATION,-,-,NEW YORK CITY INDUSTRIAL DEVELOPMENT
2235,GREAT NORTH ROAD MEDIA INC ,OTHER,-,-,GREAT NORTH ROAD MEDIA INC
2236,COMPAREX Sweden AB ,ORGANIZATION,-,-,COMPAREX
2237,Hippeis Media AB ,OTHER,-,-,Hippeis Media AB
2238,Dagens NÃ¦ringsliv AS ,WORK_OF_ART,-,-,Dagens NÃ
2239,Verizon Canada ,ORGANIZATION,/m/02d532,https://en.wikipedia.org/wiki/Verizon_Wireless,Verizon
2240,NATIONAL SOCIETY OF COMPLIANCE ,ORGANIZATION,-,-,SOCIETY
2241,CHRISTOPHER GALLUZZO ,PERSON,-,-,CHRISTOPHER GALLUZZO
2242,Developer Express Inc ,ORGANIZATION,/m/0gwx6p,https://en.wikipedia.org/wiki/DevExpress,Developer Express Inc
2243,CROSSRATE TECHNOLOGIES ,OTHER,-,-,CROSSRATE TECHNOLOGIES
2244,BrowserStack Inc  ,ORGANIZATION,/g/11bbxqz8s3,https://en.wikipedia.org/wiki/BrowserStack,BrowserStack Inc
2245,MadCap Software ,ORGANIZATION,/m/02wcf5l,https://en.wikipedia.org/wiki/MadCap_Software,MadCap Software
2246,VIRTUA RESEARCH INC  ,OTHER,-,-,VIRTUA RESEARCH INC
2247,WordCare AB ,OTHER,-,-,WordCare AB
2248,ASSOCIATION OF CORPORATE COUNSEL ,ORGANIZATION,/m/074lcc,https://en.wikipedia.org/wiki/Association_of_Corporate_Counsel,ASSOCIATION OF CORPORATE COUNSEL
2249,European Parliamentary Financial Service ,LOCATION,/m/02j9z,https://en.wikipedia.org/wiki/Europe,European
2250,DHL Express (Hong Kong) Limited ,ORGANIZATION,/m/021086,https://en.wikipedia.org/wiki/DHL_Express,DHL Express
2251,VERIZON WIRELESS SERVICES LLC ,ORGANIZATION,/g/11cs61_r5z,-,VERIZON WIRELESS SERVICES LLC
2252,SEEK Limited ,-,-,-,-
2253,ARS Projekt OU ,OTHER,-,-,Projekt
2254,Kongliga Teknologkoren ,ORGANIZATION,-,-,Kongliga Teknologkoren
2255,Sixt Leasing AG ,ORGANIZATION,/g/11bxb8plf0,https://de.wikipedia.org/wiki/Sixt_Leasing,Sixt Leasing AG
2256,MENKES UNION TOWER INC  ,ORGANIZATION,-,-,MENKES UNION TOWER INC
2257,FABRICE CADIEUX ,PERSON,-,-,FABRICE CADIEUX
2258,CGI Glass Lewis Pty Limited ,ORGANIZATION,-,-,CGI
2259,JP MORGAN NOMINEES AUSTRALIA LIMITED ,PERSON,-,-,NOMINEES
2260,JANNEY MONTGOMERY SCOTT ,ORGANIZATION,/g/11b6g8zyy2,-,JANNEY MONTGOMERY SCOTT
2261,Cicero Online Limited ,OTHER,-,-,Cicero Online Limited
2262,VANDERBILT UNIVERSITY ,ORGANIZATION,/m/01pq4w,https://en.wikipedia.org/wiki/Vanderbilt_University,VANDERBILT UNIVERSITY
2263,Bull Aktiv AS ,ORGANIZATION,-,-,Bull Aktiv AS
2264,UPLAND SOFTWARE INC ,OTHER,/g/11bbx02m_r,-,UPLAND SOFTWARE INC
2265,LINKEDIN IRELAND ,LOCATION,-,-,LINKEDIN IRELAND
